repo_name,repo_max_extension,repo_extensions_num,files,avg_size,capped_avg_file,std_size,capped_std_file,major_extension,major_files,major_avg_size,major_capped_avg_file,major_std_size,major_capped_std_file,major_extension_ratio
pentaho/pentaho-hadoop-shims,.java,1,466,4998.5858369098723,4998.5858369098723,6598.8028388124621,6598.8028388124621,.java,466,4998.5858369098733,4998.5858369098733,6598.8028388124631,6598.8028388124631,1.0
neo4j/neo4j-java-driver,.java,1,702,4806.11538461539,4806.11538461539,6065.697598592109,6065.697598592109,.java,702,4806.1153846153848,4806.1153846153848,6065.6975985921117,6065.6975985921117,1.0
oswetto/LoboEvolution,.java,1,1701,6091.8765432098789,6019.4415049970576,14993.514652598666,13892.75694875973,.java,1701,6091.8765432098817,6019.4415049970585,14993.514652598649,13892.756948759728,1.0
craftercms/deployer,.java,1,76,4576.9868421052615,4576.9868421052615,4065.9563286502762,4065.9563286502762,.java,76,4576.9868421052615,4576.9868421052615,4065.9563286502757,4065.9563286502757,1.0
cismet/cids-custom-wuppertal,.java,1,460,18065.841304347818,18011.393478260845,27103.26386544518,26738.768103532951,.java,460,18065.841304347825,18011.393478260863,27103.263865445166,26738.768103532951,1.0
wso2-extensions/identity-inbound-auth-oauth,.java,1,673,8014.7176820208024,8014.7176820208024,15842.917065470998,15842.917065470998,.java,673,8014.7176820208,8014.7176820208,15842.917065471,15842.917065471,1.0
bonigarcia/webdrivermanager,.java,1,63,3814.6666666666665,3814.6666666666665,6688.1541910956985,6688.1541910956985,.java,63,3814.6666666666665,3814.6666666666665,6688.1541910956994,6688.1541910956994,1.0
GluuFederation/oxCore,.java,1,429,3457.1212121212143,3457.1212121212143,6692.2094108266965,6692.2094108266965,.java,429,3457.1212121212125,3457.1212121212125,6692.2094108266983,6692.2094108266983,1.0
b3dgs/warcraft-remake,.java,1,91,3415.8901098901097,3415.8901098901097,2598.6281228993348,2598.6281228993348,.java,91,3415.8901098901092,3415.8901098901092,2598.6281228993353,2598.6281228993353,1.0
mcMMO-Dev/mcMMO,.java,1,404,4773.9900990099,4773.9900990099,8179.2104647211818,8179.2104647211818,.java,404,4773.9900990099013,4773.9900990099013,8179.2104647211781,8179.2104647211781,1.0
reasonml-editor/reasonml-idea-plugin,.java,1,502,2574.8127490039847,2574.8127490039847,4994.6940226641245,4994.6940226641245,.java,502,2574.8127490039865,2574.8127490039865,4994.6940226641236,4994.6940226641236,1.0
opencb/biodata,.java,1,639,7954.80751173709,7954.80751173709,11719.51432984605,11719.51432984605,.java,639,7954.807511737089,7954.807511737089,11719.51432984605,11719.51432984605,1.0
phax/ph-commons,.java,1,2013,5237.2583209140685,5224.0461997019383,10653.349439969381,10418.427732668044,.java,2013,5237.2583209140594,5224.0461997019347,10653.349439969386,10418.427732668049,1.0
Activiti/Activiti,.java,1,2719,4028.7727105553458,4028.7727105553458,8289.7199159762386,8289.7199159762386,.java,2719,4028.7727105553495,4028.7727105553495,8289.719915976224,8289.719915976224,1.0
conveyal/gtfs-lib,.java,1,167,5797.5928143712554,5797.5928143712554,10769.222494423908,10769.222494423908,.java,167,5797.5928143712572,5797.5928143712572,10769.222494423906,10769.222494423906,1.0
HubSpot/jinjava,.java,1,381,2329.2650918635181,2329.2650918635181,2514.4272771692863,2514.4272771692863,.java,381,2329.265091863519,2329.265091863519,2514.4272771692858,2514.4272771692858,1.0
cismet/cids-custom-wuppertal-server,.java,1,287,5905.6829268292677,5905.6829268292677,9919.1457931742279,9919.1457931742279,.java,287,5905.682926829264,5905.682926829264,9919.1457931742225,9919.1457931742225,1.0
redisson/redisson,.java,1,1291,5903.5112316034119,5903.5112316034119,10012.359289552629,10012.359289552629,.java,1291,5903.5112316034092,5903.5112316034092,10012.359289552629,10012.359289552629,1.0
spring-cloud/spring-cloud-dataflow,.java,1,733,4691.6098226466611,4691.6098226466611,6153.7725437072186,6153.7725437072186,.java,733,4691.6098226466538,4691.6098226466538,6153.7725437072186,6153.7725437072186,1.0
apache/pdfbox,.java,1,1314,6768.9048706240455,6768.9048706240455,8452.312599045259,8452.312599045259,.java,1314,6768.9048706240428,6768.9048706240428,8452.312599045259,8452.312599045259,1.0
katsuster/ememu,.java,1,131,8777.5267175572517,8777.5267175572517,14801.172998904902,14801.172998904902,.java,131,8777.526717557248,8777.526717557248,14801.172998904902,14801.172998904902,1.0
GerritCodeReview/plugins_replication,.java,1,68,4170.69117647059,4170.69117647059,4922.4610737523926,4922.4610737523926,.java,68,4170.6911764705874,4170.6911764705874,4922.4610737523917,4922.4610737523917,1.0
immutables/immutables,.java,1,1126,2997.6802841918293,2997.6802841918293,5294.2055255325913,5294.2055255325913,.java,1126,2997.6802841918297,2997.6802841918297,5294.2055255325922,5294.2055255325922,1.0
msmobility/silo,.java,1,496,5042.2681451612907,5042.2681451612907,13224.479818861233,13224.479818861233,.java,496,5042.2681451612889,5042.2681451612889,13224.479818861235,13224.479818861235,1.0
Whiley/WhileyCompiler,.java,1,57,30993.982456140355,27401.561403508778,61701.602959755095,46569.706866242675,.java,57,30993.982456140351,27401.561403508775,61701.602959755095,46569.706866242675,1.0
metaborg/nabl,.java,1,516,2815.0174418604629,2815.0174418604629,3882.5980914203597,3882.5980914203597,.java,516,2815.0174418604638,2815.0174418604638,3882.5980914203597,3882.5980914203597,1.0
Sp2000/colplus-backend,.java,1,914,2995.4026258205663,2995.4026258205663,4107.6306081973162,4107.6306081973162,.java,914,2995.4026258205677,2995.4026258205677,4107.6306081973134,4107.6306081973134,1.0
bitrich-info/xchange-stream,.java,1,301,2832.1694352159461,2832.1694352159461,2822.15454240125,2822.15454240125,.java,301,2832.1694352159479,2832.1694352159479,2822.154542401252,2822.154542401252,1.0
jaamsim/jaamsim,.java,1,523,6165.0841300191205,6165.0841300191205,11270.767870700176,11270.767870700176,.java,523,6165.0841300191223,6165.0841300191223,11270.767870700183,11270.767870700183,1.0
jcryptool/crypto,.java,1,1284,6796.3169781931492,6796.3169781931492,10878.07178809554,10878.07178809554,.java,1284,6796.3169781931456,6796.3169781931456,10878.071788095538,10878.071788095538,1.0
ZUGFeRD/mustangproject,.java,1,66,5284.0454545454522,5284.0454545454522,7838.3020481416834,7838.3020481416834,.java,66,5284.045454545454,5284.045454545454,7838.3020481416825,7838.3020481416825,1.0
wso2-extensions/identity-inbound-auth-saml,.java,1,159,8223.3018867924511,8223.3018867924511,12877.492297919309,12877.492297919309,.java,159,8223.30188679246,8223.30188679246,12877.492297919309,12877.492297919309,1.0
yegor256/cactoos,.java,1,598,3123.277591973243,3123.277591973243,2133.9845171564716,2133.9845171564716,.java,598,3123.2775919732449,3123.2775919732449,2133.9845171564721,2133.9845171564721,1.0
FroMage/RivieraDEV,.js,2,67,7307.0895522388028,6601.0298507462658,29710.200919698073,24352.914045638288,.java,52,1411.4230769230769,1411.4230769230769,3345.8225715422109,3345.8225715422109,0.77611940298507465
gravitee-io/gravitee-gateway,.java,2,414,3173.7512077294678,3173.7512077294678,3379.5869195316232,3379.5869195316232,.java,413,3175.5205811138048,3175.5205811138048,3383.4938816657505,3383.4938816657505,0.99758454106280192
joinfaces/joinfaces,.java,2,228,2762.4912280701765,2762.4912280701765,2968.5540340014277,2968.5540340014277,.java,227,2761.7004405286334,2761.7004405286334,2975.0903144095664,2975.0903144095664,0.99561403508771928
neowu/core-ng-project,.java,2,808,1822.8353960396034,1822.8353960396034,2128.04811786646,2128.04811786646,.java,807,1821.5724907063193,1821.5724907063193,2129.0648384302021,2129.0648384302021,0.99876237623762376
EBIvariation/eva-ws,.py,2,184,3706.766304347826,3706.766304347826,3325.9566707473805,3325.9566707473805,.java,182,3724.1153846153848,3724.1153846153848,3338.5271313114013,3338.5271313114013,0.98913043478260865
MarginallyClever/Robot-Overlord-App,.js,2,178,4654.0561797752771,4654.0561797752771,6252.4139932180351,6252.4139932180351,.java,177,4675.6779661016972,4675.6779661016972,6263.474286689705,6263.474286689705,0.9943820224719101
PDXFinder/pdxfinder,.js,2,318,13221.902515723281,8522.5314465408828,76485.428587670758,23162.456561962776,.java,285,4633.5473684210519,4633.5473684210519,7892.9390058480158,7892.9390058480158,0.89622641509433965
arquivo/functional-tests,.sh,2,114,3563.7017543859647,3563.7017543859647,4263.5935151553522,4263.5935151553522,.java,113,3592.6902654867272,3592.6902654867272,4271.2857425228995,4271.2857425228995,0.99122807017543857
clappr/clappr-android,.java,2,5,1325.8,1325.8,863.29757326196636,863.29757326196636,.java,4,1090.0,1090.0,789.32418350552689,789.32418350552689,0.8
ibissource/iaf,.js,2,1349,12065.194217939215,8673.48480355819,76787.532083545579,20840.06319253011,.java,1186,6348.4460370995,6348.4460370995,9699.5851151886964,9699.5851151886964,0.87916975537435138
ram-on/SkyTube,.java,2,180,4458.277777777781,4458.277777777781,5406.7208931350615,5406.7208931350615,.java,179,4469.7541899441349,4469.7541899441349,5419.6880394406408,5419.6880394406408,0.99444444444444446
spotify/styx,.sh,2,340,6165.0441176470595,6165.0441176470595,8517.4327083928674,8517.4327083928674,.java,335,6253.8895522388057,6253.8895522388057,8549.5086389105836,8549.5086389105836,0.98529411764705888
zalando/riptide,.sh,2,408,2251.2009803921542,2251.2009803921542,3023.5966158094193,3023.5966158094193,.java,406,2260.1305418719226,2260.1305418719226,3028.3219841534133,3028.3219841534133,0.99509803921568629
zdila/gpx-animator,.java,2,46,5685.608695652174,5685.608695652174,8951.8133593845669,8951.8133593845669,.java,45,5748.7999999999984,5748.7999999999984,9042.58549510944,9042.58549510944,0.97826086956521741
UweTrottmann/SeriesGuide,.java,2,339,5760.8672566371661,5760.8672566371661,8518.3171861295759,8518.3171861295759,.java,338,5769.5029585798784,5769.5029585798784,8529.4600252272558,8529.4600252272558,0.99705014749262533
javamelody/javamelody,.js,2,406,7820.28571428572,7784.6724137931033,12128.011569676841,11571.324795140987,.java,398,7104.1683417085405,7104.1683417085405,6822.36948535943,6822.36948535943,0.98029556650246308
undertow-io/undertow,.sh,2,1338,6035.5171898355738,6035.5171898355738,8128.5081424802,8128.5081424802,.java,1337,6039.9670905011244,6039.9670905011244,8129.9191755706552,8129.9191755706552,0.99925261584454406
xXKeyleXx/MyPet,.js,2,1724,4624.3990719257536,4624.3990719257536,5606.5656592818859,5606.5656592818859,.java,1723,4626.0116076610593,4626.0116076610593,5607.793427998924,5607.793427998924,0.99941995359628766
cloudiator/lance,.sh,2,250,3670.552,3670.552,3939.5361080057542,3939.5361080057542,.java,247,3708.2914979757093,3708.2914979757093,3948.3342371203648,3948.3342371203648,0.988
henrichg/PhoneProfiles,.java,2,180,15148.733333333343,14825.877777777776,31067.211239270808,29054.833036873933,.java,179,15220.435754189946,14895.776536312849,31139.4172221101,29121.15269772413,0.99444444444444446
hheg/jitstatic,.sh,2,248,5554.677419354839,5554.677419354839,9300.5542898232452,9300.5542898232452,.java,243,5615.4732510288077,5615.4732510288077,9384.4954219550236,9384.4954219550236,0.97983870967741937
bonigarcia/selenium-jupiter,.java,2,164,3106.7804878048778,3106.7804878048778,5338.468270299185,5338.468270299185,.java,163,3111.9754601226996,3111.9754601226996,5354.5038443488984,5354.5038443488984,0.99390243902439024
ccomeaux/boardgamegeek4android,.java,2,240,3898.5750000000021,3898.5750000000021,7540.0978914019861,7540.0978914019861,.java,239,3905.2050209205036,3905.2050209205036,7555.2207535094831,7555.2207535094831,0.99583333333333335
subes/invesdwin-util,.module,2,621,5090.8888888888887,5090.8888888888887,10336.922009689761,10336.922009689761,.java,620,5099.0080645161324,5099.0080645161324,10343.286413745313,10343.286413745313,0.998389694041868
wso2/carbon-business-process,.js,2,1017,8285.5447394296862,7329.8269419862354,32253.840053962384,15594.33929813053,.java,842,6186.1353919239937,6176.7399049881215,11505.769237689818,11355.072325079018,0.82792527040314656
FenixEdu/fenixedu-academic,.js,2,3468,5603.8895617070375,5591.4518454440531,10418.100653286472,10174.852366317913,.java,3441,5272.7337983144462,5272.7337983144462,8108.1795670734118,8108.1795670734118,0.99221453287197237
GoldRenard/JuniperBotJ,.java,2,607,2784.6869851729839,2784.6869851729839,2916.7850481946016,2916.7850481946016,.java,606,2785.6914191419132,2785.6914191419132,2919.089552757358,2919.089552757358,0.99835255354200991
ghedlund/phon,.js,2,1422,4627.2665260196936,4579.2187060478263,9150.453028320253,7941.3499954455792,.java,1389,4374.79265658747,4374.79265658747,5970.8458399856563,5970.8458399856563,0.97679324894514763
googleads/googleads-mobile-android-mediation,.java,2,175,5674.0685714285737,5674.0685714285737,6631.1484880926155,6631.1484880926155,.java,155,6108.5161290322594,6108.5161290322594,6929.678129511808,6929.678129511808,0.88571428571428568
opencadc/caom2db,.sh,2,133,11429.075187969922,11429.075187969922,16653.145720955989,16653.145720955989,.java,128,11869.8125,11869.8125,16823.731434550711,16823.731434550711,0.96240601503759393
stefan-niedermann/nextcloud-notes,.java,2,54,5071.4999999999991,5071.4999999999991,8427.543577180897,8427.543577180897,.java,53,5121.8301886792451,5121.8301886792451,8499.9945672739414,8499.9945672739414,0.98148148148148151
wordpress-mobile/AztecEditor-Android,.java,2,4,11122.0,11122.0,15059.970407230774,15059.970407230774,.java,3,14104.0,14104.0,16936.650170562065,16936.650170562065,0.75
dataloom/datastore,.java,2,34,11004.323529411766,11004.323529411766,13888.653002558967,13888.653002558967,.java,33,11269.303030303032,11269.303030303032,14016.445979823238,14016.445979823238,0.97058823529411764
manuel3108/Gleisbelegung,.java,2,119,2891.117647058823,2891.117647058823,3790.3723760013,3790.3723760013,.java,118,2890.6864406779669,2890.6864406779669,3806.5331529398186,3806.5331529398186,0.99159663865546221
sandipv22/pointer_replacer,.java,2,3,1959.3333333333333,1959.3333333333333,399.20713086483477,399.20713086483477,.java,2,1782.0,1782.0,360.62445840513925,360.62445840513925,0.66666666666666663
Peergos/Peergos,.sh,2,523,5268.8546845124292,5268.8546845124292,10375.729225995643,10375.729225995643,.java,521,5288.06525911708,5288.06525911708,10391.009166006961,10391.009166006961,0.99617590822179736
database-rider/database-rider,.py,2,268,3213.4552238805977,3213.4552238805977,4495.7260579632484,4495.7260579632484,.java,267,3105.1872659176011,3105.1872659176011,4139.3529917565074,4139.3529917565074,0.996268656716418
ProtocolSupport/ProtocolSupport,.java,2,1159,2037.2786885245907,2037.2786885245907,3790.2912906802972,3790.2912906802972,.java,1158,2037.0397236614847,2037.0397236614847,3791.9201848318821,3791.9201848318821,0.999137187230371
bozaro/git-as-svn,.java,2,299,3572.1538461538448,3572.1538461538448,4298.2067881503335,4298.2067881503335,.java,298,3574.6040268456381,3574.6040268456381,4305.2275800563675,4305.2275800563675,0.99665551839464883
henrichg/PhoneProfilesPlus,.java,2,371,17715.66576819406,15463.954177897564,48700.79424027841,30788.721042502402,.java,370,17757.289189189185,15499.491891891885,48760.131364164321,30822.791640716692,0.99730458221024254
mickleness/pumpernickel,.js,2,862,7416.1113689095146,7223.324825986082,14222.255277121338,10073.558829785676,.java,861,7016.4483159117308,7016.4483159117308,8041.1382630956587,8041.1382630956587,0.99883990719257543
CyclopsMC/IntegratedDynamics,.java,2,734,4110.2125340599459,4110.2125340599459,9446.6851746891934,9446.6851746891934,.java,733,4112.5402455661642,4112.5402455661642,9452.9249836221261,9452.9249836221261,0.99863760217983655
fobo66/BookcrossingMobile,.java,2,28,2098.3928571428569,2098.3928571428569,1854.912363693802,1854.912363693802,.java,27,2090.4074074074069,2090.4074074074069,1889.7566847706419,1889.7566847706419,0.9642857142857143
webfirmframework/wff,.js,2,968,6015.693181818182,5971.9431818181783,11227.953214898125,10416.469423819579,.java,955,6016.61256544502,5972.2670157067987,11288.560754053424,10470.349463697014,0.98657024793388426
OpenAF/openaf,.js,2,132,27852.09848484848,24817.916666666664,58233.25346140426,37949.87063431101,.java,74,12229.540540540538,12229.540540540538,14538.565282411355,14538.565282411355,0.56060606060606055
zielu/GitToolBox,.java,2,205,2222.0097560975605,2222.0097560975605,2460.3240341153296,2460.3240341153296,.java,204,2218.9705882352932,2218.9705882352932,2465.990718906231,2465.990718906231,0.99512195121951219
bazelbuild/bazel-buildfarm,.sh,2,214,7915.5560747663549,7915.5560747663549,14628.891362695118,14628.891362695118,.java,213,7951.3943661971834,7951.3943661971834,14653.933363537144,14653.933363537144,0.99532710280373837
digammas/damas,.js,2,142,1438.9366197183099,1438.9366197183099,2357.882326766211,2357.882326766211,.java,121,1568.8512396694216,1568.8512396694216,2526.5234369951827,2526.5234369951827,0.852112676056338
google/guava,.sh,2,3167,8736.2311335649028,8663.6611935585679,14972.027981188501,13622.165517370839,.java,3163,8746.6844767625662,8674.0227631994931,14978.605304336425,13627.658408115685,0.99873697505525738
introproventures/graphql-jpa-query,.js,2,142,16090.091549295774,7227.0070422535227,121236.42721657454,19074.617343510945,.java,141,5963.7659574468089,5963.7659574468089,11756.735727499425,11756.735727499425,0.99295774647887325
rsiebert/TVHClient,.java,2,11,7180.363636363636,7180.363636363636,5705.579186598452,5705.579186598452,.java,10,7667.0,7667.0,5768.5612879931632,5768.5612879931632,0.90909090909090906
walleth/walleth,.sh,2,3,1227.3333333333333,1227.3333333333333,1033.4816560216893,1033.4816560216893,.java,2,1704.5,1704.5,877.51951545250552,877.51951545250552,0.66666666666666663
CyclopsMC/CyclopsCore,.java,2,574,4580.1637630662044,4564.4372822299674,12593.117585456266,12359.153353617063,.java,573,4583.9616055846373,4568.20767888307,12603.791739603859,12369.621682308534,0.99825783972125437
Samourai-Wallet/samourai-wallet-android,.java,2,227,8998.7356828193824,8998.7356828193824,14602.679594709885,14602.679594709885,.java,224,9087.4598214285725,9087.4598214285725,14680.21069875407,14680.21069875407,0.986784140969163
ist-dresden/composum-platform,.js,2,132,7096.1969696969672,7096.1969696969672,10070.407022285375,10070.407022285375,.java,131,7126.183206106869,7126.183206106869,10103.147743155276,10103.147743155276,0.99242424242424243
pentaho/big-data-plugin,.js,2,602,7444.7674418604665,7444.7674418604665,10889.147402061839,10889.147402061839,.java,568,7709.2095070422565,7709.2095070422565,11141.277077482124,11141.277077482124,0.94352159468438535
ZFGCCP/ZFGC3,.js,2,517,4786.27852998066,4786.27852998066,9178.9624337533551,9178.9624337533551,.java,452,5232.45796460177,5232.45796460177,9688.300323018746,9688.300323018746,0.874274661508704
krs-world/bridges,.sh,2,98,4473.3163265306121,4473.3163265306121,6519.0932589988706,6519.0932589988706,.java,97,4514.5154639175234,4514.5154639175234,6540.1219823508818,6540.1219823508818,0.98979591836734693
project-ncl/pnc,.js,2,1408,5867.0738636363667,4165.4950284090892,64735.635847214973,8590.55539093007,.java,1146,3979.2862129144842,3979.2862129144842,4670.2152416778517,4670.2152416778517,0.81392045454545459
zadean/xqerl,.java,2,4,2767.5,2767.5,2683.7617256381013,2683.7617256381013,.java,3,3505.0,3505.0,2745.983976646623,2745.983976646623,0.75
JMRI/EngineDriver,.java,2,48,22744.5625,20722.083333333332,45508.163784284763,34562.92921111406,.java,47,23182.19148936171,21116.680851063837,45897.949768380677,34827.132136176711,0.97916666666666663
TelefonicaED/liferaylms-portlet,.js,2,504,14217.559523809536,12786.710317460316,38582.396905668124,28051.136472928785,.java,458,14126.55021834061,12763.775109170308,37388.9080907344,26701.531503697832,0.90873015873015872
forpdi/forpdi,.js,2,226,6330.83628318584,6330.83628318584,16363.03882520908,16363.03882520908,.java,219,6228.0319634703228,6228.0319634703228,16145.1028793629,16145.1028793629,0.96902654867256632
junkerm/specmate,.java,2,821,7168.7064555420193,6987.7235079171733,17075.293467472577,14143.419463302436,.java,820,7174.692682926825,6993.4890243902391,17084.852724590506,14151.08597837639,0.99878197320341044
kite9-org/k9,.js,2,178,2953.0168539325841,2953.0168539325841,6298.6059182837153,6298.6059182837153,.java,118,2237.127118644069,2237.127118644069,2274.2465101283419,2274.2465101283419,0.6629213483146067
vase4kin/TeamCityApp,.java,2,35,2409.6285714285714,2409.6285714285714,2451.4322714512437,2451.4322714512437,.java,34,2409.7941176470586,2409.7941176470586,2488.2977847152647,2488.2977847152647,0.97142857142857142
reportportal/commons-dao,.java,2,512,3992.65625,3992.65625,5788.1636829774743,5788.1636829774743,.java,511,3996.1937377690788,3996.1937377690788,5793.2815418531491,5793.2815418531491,0.998046875
runelite/runelite,.sh,2,1656,6530.5972222222226,5099.2789855072406,38015.729978724812,11578.730549078446,.java,1654,6538.2962515114823,5105.2472793228535,38038.075359920804,11584.458880267832,0.998792270531401
triplea-game/triplea,.java,2,1621,5000.439235040104,5000.439235040104,10914.070305645966,10914.070305645966,.java,1619,5002.3057442865947,5002.3057442865947,10920.660543295404,10920.660543295404,0.9987661937075879
alpha-asp/Alpha,.java,2,218,4835.4357798165138,4835.4357798165138,5312.8482244673069,5312.8482244673069,.java,217,4844.62211981567,4844.62211981567,5323.3966500329961,5323.3966500329961,0.99541284403669728
apache/commons-vfs,.sh,2,511,4882.0919765166282,4882.0919765166282,5577.2713584018147,5577.2713584018147,.java,510,4886.6705882352908,4886.6705882352908,5581.785934042533,5581.785934042533,0.99804305283757333
oaplatform/oap,.sh,2,516,3561.8372093023236,3561.8372093023236,3462.5838924541131,3462.5838924541131,.java,514,3572.1050583657584,3572.1050583657584,3465.2167706643777,3465.2167706643777,0.99612403100775193
EMResearch/EvoMaster,.py,2,509,2415.526522593319,2415.526522593319,3931.349371862741,3931.349371862741,.java,508,2386.4035433070881,2386.4035433070881,3879.8754276230347,3879.8754276230347,0.99803536345776034
bhecquet/seleniumRobot,.js,2,431,9383.4408352668233,8222.13225058006,33052.551745499659,16787.98935822189,.java,416,6666.4423076923067,6666.4423076923067,8927.35857379423,8927.35857379423,0.96519721577726214
cadpage/cadpage-parsers,.java,2,2898,4072.7864044168346,3485.32194616977,25043.030660615925,11180.004545115218,.java,2897,4073.3624439074906,3485.6952019330347,25047.334812450346,11181.91656804062,0.99965493443754316
jtablesaw/tablesaw,.sh,2,457,4549.8884026258183,4549.8884026258183,5766.2094798946973,5766.2094798946973,.java,456,4559.6688596491267,4559.6688596491267,5768.74643114155,5768.74643114155,0.99781181619256021
spring-cloud/spring-cloud-gcp,.sh,2,676,3682.7766272189356,3682.7766272189356,4610.1033200072379,4610.1033200072379,.java,674,3673.611275964392,3673.611275964392,4601.3009117495258,4601.3009117495258,0.99704142011834318
00-Evan/shattered-pixel-dungeon,.java,2,957,3896.7481713688617,3896.7481713688617,4875.8969013273572,4875.8969013273572,.java,956,3898.4037656903761,3898.4037656903761,4878.1799213083541,4878.1799213083541,0.99895506792058519
FreeCol/freecol,.sh,2,874,10015.941647597254,9993.1613272311242,18884.961797767031,18665.7541897208,.java,857,10187.117852975494,10163.885647607929,19031.439179349072,18809.80470047698,0.9805491990846682
ebraminio/DroidPersianCalendar,.java,2,48,7751.6250000000009,7751.6250000000009,15378.739250023486,15378.739250023486,.java,47,7867.3191489361707,7867.3191489361707,15523.871740990142,15523.871740990142,0.97916666666666663
opendaylight/controller,.py,2,1612,4903.6042183622767,4903.6042183622767,9070.9236555558746,9070.9236555558746,.java,1611,4906.2948479205434,4906.2948479205434,9073.0967856258212,9073.0967856258212,0.999379652605459
CruGlobal/android-gto-support,.java,2,206,3029.3689320388344,3029.3689320388344,5221.5589177484044,5221.5589177484044,.java,205,3030.282926829268,3030.282926829268,5234.3246917232364,5234.3246917232364,0.99514563106796117
apache/sis,.java,2,2302,10961.275412684612,10961.275412684612,13764.165406623464,13764.165406623464,.java,2301,10960.659713168183,10960.659713168183,13767.125584120202,13767.125584120202,0.99956559513466547
rememberber/WePush,.java,2,171,7064.2339181286579,7064.2339181286579,11130.630214345001,11130.630214345001,.java,170,7096.9058823529385,7096.9058823529385,11155.285568260126,11155.285568260126,0.99415204678362568
tvesalainen/util,.sh,2,1168,4087.7773972602718,4087.7773972602718,4949.9243311816808,4949.9243311816808,.java,1167,4084.5467009425861,4084.5467009425861,4950.8143831012048,4950.8143831012048,0.99914383561643838
nikiroo/fanfix,.sh,2,342,10519.921052631586,10337.602339181283,19501.420571375485,17462.424389021176,.java,341,10543.988269794731,10361.134897360698,19524.990908783981,17482.653879488207,0.99707602339181289
opensourceBIM/BIMserver,.js,2,5655,9225.1865605658786,6136.2318302387239,117188.99126794434,11396.42746741269,.java,5647,9213.6313086594673,6120.3005135470066,117266.77815314726,11347.071528673747,0.99858532272325373
wcmc-its/ReCiter,.js,2,198,4241.11111111111,4241.11111111111,7804.0864544549295,7804.0864544549295,.java,194,4267.4020618556706,4267.4020618556706,7881.8382362610309,7881.8382362610309,0.97979797979797978
ist-dsi/fenixedu-id-cards,.js,2,48,4393.5,4393.5,14141.632386439391,14141.632386439391,.java,29,6534.0344827586205,6534.0344827586205,17965.384200262855,17965.384200262855,0.60416666666666663
metasfresh/metasfresh,.sh,2,12817,6008.820784895066,6008.820784895066,7778.513385610212,7778.513385610212,.java,12805,6010.5113627489191,6010.5113627489191,7781.3987339528685,7781.3987339528685,0.99906374346570959
CloudSlang/cs-actions,.scala,2,1027,5927.2775073028224,5927.2775073028224,6971.6922492767953,6971.6922492767953,.java,973,5932.46762589928,5932.46762589928,7070.971264812837,7070.971264812837,0.94741966893865626
UniTime/unitime,.js,2,2455,10124.201629327936,9855.4484725050916,22578.014266983169,18242.396746053873,.java,2449,9909.7541853817838,9726.7386688444331,21045.927202965519,17721.525182742957,0.99755600814663947
hedzr/android-file-chooser,.java,2,17,7887.5882352941162,7887.5882352941162,11114.568812255064,11114.568812255064,.java,16,8235.9375,8235.9375,11382.828579158169,11382.828579158169,0.94117647058823528
joel-costigliola/assertj-core,.sh,2,3822,3567.5052328623765,3567.5052328623765,7931.7755187420771,7931.7755187420771,.java,3819,3565.3862267609329,3565.3862267609329,7934.5221620855891,7934.5221620855891,0.99921507064364212
sandjelkovic/dispatchd,.java,2,9,1860.9999999999998,1860.9999999999998,2566.8487489526919,2566.8487489526919,.java,8,1820.5,1820.5,2741.0009120757331,2741.0009120757331,0.88888888888888884
theScrabi/NewPipe,.java,2,268,6206.4776119402959,6206.4776119402959,8542.5535944092589,8542.5535944092589,.java,267,6221.258426966293,6221.258426966293,8555.1618400621828,8555.1618400621828,0.996268656716418
wcm-io/wcm-io-handler,.js,2,409,4575.9902200488978,4575.9902200488978,5365.719407013944,5365.719407013944,.java,400,4599.1000000000022,4599.1000000000022,5396.07273276995,5396.07273276995,0.97799511002444983
Alfresco/alfresco-repository,.js,2,3780,9085.7595238095364,8899.2753968254074,19358.076833107087,16411.384978563212,.java,3745,9148.37249666222,8960.14552736984,19435.105190570172,16472.997797886361,0.9907407407407407
JetBrains/intellij-sdk-docs,.java,2,125,1550.9519999999998,1550.9519999999998,1832.8075055815677,1832.8075055815677,.java,116,1450.7844827586205,1450.7844827586205,1865.8803764538018,1865.8803764538018,0.928
YiiGuxing/TranslationPlugin,.java,2,15,7366.4666666666672,7366.4666666666672,19209.905108216091,19209.905108216091,.java,14,7737.2142857142853,7737.2142857142853,19879.29162636169,19879.29162636169,0.93333333333333335
dataloom/conductor-client,.java,2,398,3585.937185929648,3585.937185929648,6253.3548198020653,6253.3548198020653,.java,397,3589.2544080604544,3589.2544080604544,6260.8948615945765,6260.8948615945765,0.99748743718592969
hneemann/Digital,.sh,2,981,3668.3363914373081,3668.3363914373081,6060.448804269723,6060.448804269723,.java,977,3682.2671443193431,3682.2671443193431,6068.910877835493,6068.910877835493,0.99592252803261982
material-components/material-components-android,.java,2,486,7059.2407407407436,7059.2407407407436,12913.874459524432,12913.874459524432,.java,483,7088.1552795031075,7088.1552795031075,12948.760883968598,12948.760883968598,0.99382716049382713
neo4j/docker-neo4j,.sh,2,27,7551.333333333333,7551.333333333333,6888.7766581704373,6888.7766581704373,.java,18,4419.9444444444443,4419.9444444444443,4307.2137229948958,4307.2137229948958,0.66666666666666663
